layer,kv_head,readout_shape_score,readout_shape_score_median,peak_readout_shape_score,internal_readout_share,memory_readout_share,current_readout_share,internal_topk_concentration,internal_peakiness,boundary_ratio,boundary_suppression,num_observations,u_int_mean,cov_int_mean,cov_oracle_int_mean,score_sum,score_mean_q,score_max_q
20,1,0.148456470372111,0.1461352586133685,0.0453783824089939,0.7432995046216803,0.935762276130041,0.0642377327112642,0.2855256191406194,0.2844156511127949,0.2170752589831239,0.782924741016876,80,0.6245206235047223,0.3578404101602577,0.5118200686006804,705.4160512299712,100.7737216042816,404.0835590174688
20,2,0.1251252737399947,0.1144033649022382,0.0305984578235048,0.7109849940628072,0.8476235041783042,0.1523764848799311,0.2233686106119973,0.2202960424125194,0.1849916589244597,0.8150083410755403,80,0.6972441093913304,0.3431913923011832,0.448385612681757,256.6139823472114,36.65914033531591,222.65873984866735
20,3,0.1085498081688676,0.1038270197773461,0.0254462851581587,0.6663152594714871,0.7851968946351854,0.2148031051235989,0.2070655799756883,0.2109618879854679,0.1806448013713617,0.8193551986286381,80,0.7095494553251718,0.3244242072356658,0.4233764523878932,295.2785652795775,42.18265218279679,247.9413855362769
21,0,0.1199749015019268,0.1198534419828667,0.0297734557067802,0.6820020216339671,0.8295966114055873,0.1704033756855485,0.2448818375661324,0.2355453290045261,0.197064699910249,0.802935300089751,80,0.6680051126254629,0.3334531604031195,0.4589268875730785,400.5545016910516,57.22207167015023,371.7032879854721
21,1,0.139762814308974,0.138922496998814,0.0400218678288899,0.70457174021821,0.8651658371024216,0.1348341605486494,0.2699685594017188,0.2656252063810825,0.212865685394664,0.7871343146053359,80,0.7019637261993561,0.3769197077266208,0.4927495610953243,592.1320066580108,84.59028666543011,535.9581273118918
21,2,0.1123541215531055,0.1102285111030882,0.0324992901945019,0.7065327442551248,0.8900219729811487,0.1099780301333106,0.237663738612499,0.2652393892407417,0.2319603144453011,0.7680396855546988,80,0.5909249966683288,0.3211617330401505,0.481998927341076,286.0554283302276,40.86506119003251,284.71217331323294
21,3,0.1177862334900776,0.1110904244259081,0.0292902102375845,0.6807821140238973,0.8191436172634539,0.1808563779458745,0.2422518303351481,0.2336477063596248,0.1889455739003854,0.8110544260996144,80,0.6638287976009198,0.3201060697947243,0.4393700042419494,656.533569231215,93.79050989017357,517.0883839685209
22,0,0.139567269172428,0.1391378911915419,0.0422860469908203,0.7263475394715511,0.9214125777482752,0.0785874252013355,0.2807047384395589,0.2866093151271343,0.2165551193787426,0.7834448806212574,80,0.4846629090998737,0.2922035362014367,0.5305980979069769,3726.750347339797,532.3929067628281,925.5400575866356
22,1,0.1248076550080635,0.1304760455897257,0.0328046772695875,0.7041320220216376,0.8586689507909193,0.1413310586691326,0.244041688845961,0.2478801354765892,0.1993500068745047,0.8006499931254952,80,0.6279405952135,0.3154654875680767,0.4541441896533736,1152.2399587203072,164.6057083886153,836.6987629080254
22,2,0.1705089578065547,0.1716573775597792,0.0452867441315877,0.7034247224205364,0.8295364281370439,0.1704635704892814,0.3011379607151964,0.2538723297417163,0.1713024156696145,0.8286975843303855,80,0.842686486195347,0.4487545405014393,0.5129006832893409,132.7273293646381,18.96104705209116,101.3520951569076
