region,bin,x,local_density,global_density
current,74,0.3725,8.727513158173308e-06,7.483266203707342e-06
current,75,0.3775,2.0935456662449055e-05,1.7041404350716126e-05
current,76,0.3825,1.0077630673429073e-05,7.350952838508846e-06
current,77,0.3875,7.3765768465308405e-06,6.144900873309501e-06
current,78,0.3925,3.9314960601159885e-06,3.0213601941600895e-06
current,79,0.3975,3.0051989857704066e-06,2.324645368862919e-06
current,80,0.4025,5.8435114314705765e-06,4.865163882536948e-06
current,81,0.40750000000000003,2.752179254019081e-06,2.2288534336444264e-06
current,82,0.41250000000000003,3.629648840243896e-06,2.926435903546286e-06
current,83,0.41750000000000004,3.1723279250297995e-06,2.57129823776778e-06
current,84,0.4225,2.5410042527239185e-06,2.081220256632243e-06
current,85,0.4275,2.918980391202741e-06,2.445976215475249e-06
current,86,0.4325,3.1193275654456963e-06,2.4887582454755144e-06
current,87,0.4375,4.157609669222234e-06,3.365328431055666e-06
current,88,0.4425,2.930910184482966e-06,2.353220226644467e-06
current,89,0.4475,3.822401631640907e-06,3.071991471145162e-06
current,90,0.4525,4.321133553034718e-06,3.3799661808615735e-06
current,91,0.4575,4.954413208108644e-06,4.245151476204822e-06
current,92,0.4625,6.977406118313429e-06,5.667201908842836e-06
current,93,0.4675,3.2931396520195577e-06,2.632421993620464e-06
current,94,0.47250000000000003,3.534593406932484e-06,2.986507593572223e-06
current,95,0.47750000000000004,4.088909206506732e-06,3.314623655239989e-06
current,96,0.4825,3.4382025691628563e-06,2.809883471042797e-06
current,97,0.4875,7.7390494084284e-06,6.408016046713542e-06
current,98,0.4925,5.087031135995134e-06,4.180064384316359e-06
current,99,0.4975,7.81559273542482e-06,6.6843885090803475e-06
current,100,0.5025,2.8666394428000785e-05,2.3926282349804047e-05
current,101,0.5075,1.0853644152102417e-05,8.218768454883372e-06
current,102,0.5125,9.991642213792926e-06,8.439317917802735e-06
current,103,0.5175,7.926744850274932e-06,6.085008864170514e-06
current,104,0.5225,3.3413596980255758e-06,2.622648176671943e-06
current,105,0.5275,8.8679348397484e-06,7.72342188926758e-06
current,106,0.5325,3.5503051016260597e-06,2.8195377021988025e-06
current,107,0.5375,4.8190665603326535e-06,4.0874641133912665e-06
current,108,0.5425,5.556885429662228e-06,4.772092532218675e-06
current,109,0.5475,3.5777488272853995e-06,2.813620987896628e-06
current,110,0.5525,4.466814039701882e-06,3.7125478258428988e-06
current,111,0.5575,3.880857460045467e-06,3.2166984569858887e-06
current,112,0.5625,6.537674810910435e-06,5.4014149764252205e-06
current,113,0.5675,3.9321169654204846e-06,3.1558988556595552e-06
current,114,0.5725,4.2432063619854694e-06,3.4438346890580335e-06
current,115,0.5775,6.652030725253822e-06,5.665095736336595e-06
current,116,0.5824999999999999,3.3042172348433845e-06,2.6324112377435492e-06
current,117,0.5874999999999999,6.759281489496284e-06,5.7017861429497375e-06
current,118,0.5924999999999999,3.8657974922601595e-06,3.2232227891533827e-06
current,119,0.5974999999999999,4.291640598634034e-06,3.5651920716863782e-06
current,120,0.6024999999999999,5.651271224878099e-06,4.776881046474992e-06
current,121,0.6074999999999999,3.4412209141019235e-06,2.8020399324713235e-06
current,122,0.6124999999999999,7.246629213939889e-06,6.120950305376955e-06
current,123,0.6174999999999999,4.700300161059612e-06,3.869426130185442e-06
current,124,0.6224999999999999,8.81357399456257e-06,7.547382214819923e-06
current,125,0.6275,3.590383538703092e-05,3.0110290820129176e-05
current,126,0.6325,1.3444513405263526e-05,1.0506841733229298e-05
current,127,0.6375,9.712800379345157e-06,7.852570962889016e-06
current,128,0.6425,8.749526583015926e-06,6.9763650073155634e-06
current,129,0.6475,4.893834944034691e-06,4.1087536631062456e-06
current,130,0.6525,6.224185761297752e-06,5.319445863603635e-06
current,131,0.6575,3.4977929215886306e-06,2.7706382200029353e-06
current,132,0.6625,5.862615186420415e-06,4.828485059800521e-06
current,133,0.6675,5.001660669598337e-06,4.084364101280309e-06
current,134,0.6725,5.535432171190947e-06,4.535683104928021e-06
current,135,0.6775,7.85389192911884e-06,7.036785291927804e-06
current,136,0.6825,4.096766254090709e-06,3.3481824630723853e-06
current,137,0.6875,5.272860821095288e-06,4.424164526646879e-06
current,138,0.6925,4.355494263157718e-06,3.6608136642895745e-06
current,139,0.6975,5.0404974970484655e-06,4.1037728188521955e-06
current,140,0.7025,9.12186801681911e-06,7.876049532653121e-06
current,141,0.7074999999999999,5.748227846656939e-06,4.457154004716803e-06
