layer,head,score_sum,score_mean,nonzero,max
14,16,0.4987531422825541,0.0004987531422825541,7,0.3333333333333333
14,17,0.15185891100454343,0.00015185891100454344,11,0.027777777777777776
14,18,0.8913440916382092,0.0008913440916382091,27,0.125
14,19,8.313605492654087,0.008313605492654088,140,0.5534722222222223
14,20,0.04666666666666667,4.666666666666667e-05,2,0.03333333333333333
14,21,0.0,0.0,0,0.0
14,22,0.0,0.0,0,0.0
14,23,53.79505969651221,0.05379505969651221,551,0.7431878306878306
14,24,0.5030094905094905,0.0005030094905094905,11,0.125
14,25,0.0,0.0,0,0.0
14,26,0.11660968660968661,0.00011660968660968661,4,0.05555555555555555
14,27,9.519199754295489,0.009519199754295488,184,0.5
15,0,0.0,0.0,0,0.0
15,1,3.3454263345405577,0.003345426334540558,79,0.151010101010101
15,2,0.0,0.0,0,0.0
15,3,0.0,0.0,0,0.0
15,4,0.5568994893994894,0.0005568994893994894,10,0.125
15,5,0.0,0.0,0,0.0
15,6,0.0,0.0,0,0.0
15,7,0.4488048085609061,0.0004488048085609061,14,0.05555555555555555
15,8,0.0,0.0,0,0.0
15,9,0.0,0.0,0,0.0
15,10,0.0,0.0,0,0.0
15,11,0.0,0.0,0,0.0
15,12,0.0,0.0,0,0.0
15,13,0.0,0.0,0,0.0
