layer,head,eager_current_share_global,eager_current_share_local,manual_current_share_global,manual_current_share_local,manual_s_current_share,eager_s_current_share
3,9,0.45518327951431276,0.46610274985432626,0.5587678954005242,0.5418837442994118,0.550325819849968,0.4606430146843195
3,10,0.4253196965903044,0.40766446441411974,0.3650959298014641,0.3646487853489816,0.36487235757522285,0.4164920805022121
3,11,0.5939603418111801,0.5866179198026658,0.7482440829277038,0.7049861192703247,0.7266151010990143,0.5902891308069229
3,12,0.6368009150028229,0.6383731245994568,0.7626061916351319,0.7196151375770569,0.7411106646060943,0.6375870198011399
3,13,0.5507686600089073,0.560567618906498,0.7173625588417053,0.6952860534191132,0.7063243061304092,0.5556681394577027
3,14,0.3906898327171803,0.37170331478118895,0.7197347402572631,0.695618736743927,0.7076767385005951,0.3811965737491846
3,15,0.2404058557935059,0.2475515529513359,0.5579735696315765,0.4758440151810646,0.5169087924063206,0.24397870437242092
3,16,0.35850712060928347,0.33974534496665,0.5842319965362549,0.5608709394931793,0.5725514680147171,0.34912623278796673
3,17,0.30475636925548316,0.330433420650661,0.4889003820717335,0.46735786125063894,0.4781291216611862,0.3175948949530721
3,18,0.3409261260181665,0.36835330799221994,0.6081117928028107,0.6006439685821533,0.604377880692482,0.35463971700519326
3,19,0.22739936597645283,0.251865328848362,0.6278321146965027,0.6382984757423401,0.6330652952194213,0.2396323474124074
3,20,0.2865413188934326,0.24107053987681865,0.46054998189210894,0.44030888453125955,0.45042943321168427,0.2638059293851256
3,21,0.47233509831130505,0.46315265260636806,0.5629676789045334,0.5394895665347577,0.5512286227196455,0.46774387545883656
3,22,0.4751777119934559,0.4921236552298069,0.5644353419542313,0.569438174366951,0.5669367581605911,0.4836506836116314
3,23,0.5016804307699203,0.4900084972381592,0.6317499697208404,0.5977702781558036,0.614760123938322,0.49584446400403975
3,24,0.5141266498714685,0.5278873600065708,0.6050402700901032,0.6108780145645142,0.6079591423273087,0.5210070049390196
3,25,0.48563941065222027,0.5013338908553123,0.6052413418889045,0.5830870047211647,0.5941641733050347,0.4934866507537663
3,26,0.46329419100657104,0.47830053716897963,0.5070219941437244,0.5045229684561491,0.5057724812999367,0.47079736408777534
3,27,0.48482830822467804,0.49096956811845305,0.5808157563209534,0.5716845899820328,0.5762501731514931,0.48789893817156554
4,0,0.26705037206411364,0.26102047264575956,0.7060181498527527,0.6870106101036072,0.6965143799781799,0.2640354223549366
4,1,0.3603748008608818,0.3514933794736862,0.7118464410305023,0.663747900724411,0.6877971708774566,0.355934090167284
4,2,0.3387505481019616,0.2621215857565403,0.49886342883110046,0.47377761006355285,0.4863205194473267,0.30043606692925096
4,3,0.3649789303541183,0.33812771588563917,0.5434802114963532,0.5225722312927246,0.5330262213945389,0.35155332311987875
4,4,0.45132921934127807,0.34501335620880125,0.5699175417423248,0.5563107520341873,0.5631141468882561,0.39817128777503963
4,5,0.4385226905345917,0.4602957785129547,0.6894896030426025,0.696087098121643,0.6927883505821228,0.44940923452377324
