layer,kv_head,local_current_share,global_current_share,s_current_share,b_log_per_token_ratio,r_per_token_ratio,local_per_token_ratio,global_per_token_ratio,current_token_fraction,num_observations,query_heads_observed,b_quantile_class,s_threshold_class
17,1,0.1301114953661948,0.13087190605524818,0.13049170071072147,-3.207428398370969,0.05362979695503444,0.05376416261946719,0.05399806063239919,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
17,2,0.15958199484139785,0.1863200601700376,0.17295102750571772,-2.760593806749272,0.07637623518520277,0.0687978733973071,0.08550836821598508,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
17,3,0.41174465454557707,0.4081432663358521,0.40994396044071457,-1.4844840732678637,0.3206757730049481,0.3256247852464271,0.3168770620886191,0.7408419067708049,203,7.0,current_oriented_top20,mixed
18,0,0.2479179816505399,0.25478998472529973,0.25135398318791985,-2.541548791833627,0.3743002890892959,0.33289814892392566,0.423293950499861,0.7408419067708049,203,7.0,mixed,mixed
18,1,0.24178134452871117,0.274316207851702,0.25804877619020655,-2.3780996085931365,0.17166444095536093,0.15130833266692845,0.1966730907758087,0.7408419067708049,203,7.0,mixed,mixed
18,2,0.2946172148637696,0.30975169193467794,0.3021844533992238,-2.120152765989792,0.2157171987304245,0.21034109238254353,0.222502265574812,0.7408419067708049,203,7.0,mixed,mixed
18,3,0.2677366998586922,0.3011916262158964,0.28446416303729427,-2.2378889462092517,0.2398266693927891,0.20220298847719126,0.28605704057345976,0.7408419067708049,203,7.0,mixed,mixed
19,0,0.11078267322718975,0.11559229454194014,0.11318748388456495,-3.432240894162296,0.04603188007627775,0.04473441200958608,0.04771114967516606,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
19,1,0.19576622218654666,0.2021378150995658,0.19895201864305626,-3.024523971430512,0.41788238158926777,0.36409163946160006,0.48304284718245744,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
19,2,0.19816027959434815,0.2225406975995687,0.21035048859695846,-2.517907325050129,0.09900178886181454,0.09157851560481547,0.10750110257236715,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
19,3,0.2419802554786887,0.26108015271640067,0.2515302040975447,-2.338390802858514,0.13855161160697166,0.13050615155092038,0.1476529630682296,0.7408419067708049,203,7.0,mixed,mixed
20,0,0.28149209648486645,0.2921770880971022,0.2868345922909843,-2.2436886858147815,0.7546998292340316,0.6503952866407487,0.8802808256437055,0.7408419067708049,203,7.0,mixed,mixed
20,1,0.10955147319559319,0.11947880751707332,0.11451514035633324,-3.4202127980745938,0.046070573547409566,0.04364625773908243,0.048806923086169934,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
20,2,0.23274050247393363,0.24562841550456588,0.23918445898924975,-2.4257863203186023,0.12496411261921327,0.12095481417525923,0.1295756043275232,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
20,3,0.27449804131948247,0.2844170733950511,0.2794575573572668,-2.2021996961776007,0.17733830433335543,0.17316821347467182,0.18211673462507466,0.7408419067708049,203,7.0,mixed,mixed
21,0,0.24626828500611664,0.25362002289070246,0.24994415394840955,-2.4115786958322682,0.14037211143905623,0.13681776445277655,0.1446666299123353,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
