layer,kv_head,readout_shape_score,readout_shape_score_median,peak_readout_shape_score,internal_readout_share,memory_readout_share,current_readout_share,internal_topk_concentration,internal_peakiness,boundary_ratio,boundary_suppression,num_observations
25,0,0.01811265809761998,0.017604352906841706,0.00370228261358631,0.13966410192509993,0.4131544190599948,0.5868455854992028,0.2492839689933442,0.2033243626356125,0.5854391780448388,0.4145608219551612,4
25,1,0.059965902331228386,0.06272681640207636,0.020634769810546225,0.26813613640305284,0.6009679775627499,0.3990320117812242,0.4193791901904393,0.31164008378982544,0.5607129349573888,0.43928706504261117,4
25,2,0.029861971319483174,0.030511392459107792,0.00875611337716597,0.16908426067290572,0.5474089591201651,0.4525910625952937,0.359543360822646,0.262814998626709,0.6836733078235591,0.31632669217644094,4
25,3,0.07837251293684384,0.06197707360056355,0.029674991591756423,0.30558959180353445,0.7295288974156084,0.27047115204627215,0.4903862606840408,0.3513566106557846,0.5901617293032845,0.4098382706967155,4
26,0,0.08184974786336821,0.07165720684175435,0.034061519927266665,0.28292004112537256,0.6189488877973863,0.3810510872112404,0.45682758040674204,0.3428643047809601,0.5423616828557919,0.45763831714420816,4
26,1,0.06815594037059589,0.04767801182924654,0.025783971488434396,0.2742571281249703,0.7215513173299826,0.27844867971390663,0.5283754855974803,0.38105936348438263,0.6152456976749575,0.3847543023250425,4
26,2,0.10717657242455586,0.11344041391454587,0.04411728993145212,0.34906932134064395,0.7141957779347254,0.2858041897091026,0.5040210999583157,0.370700478553772,0.5228728461593605,0.47712715384063953,4
26,3,0.018948390445367766,0.02076422670176102,0.005239692281256891,0.14208397824199873,0.4289057108676621,0.5710942876291298,0.3130351811685695,0.25803738832473755,0.6292581467222712,0.3707418532777288,4
27,0,0.08381860955477743,0.07249851650124967,0.03346505194564082,0.29803817074832806,0.700867994042261,0.29913202083418017,0.5040432266707917,0.3702408969402313,0.5809288032997565,0.41907119670024356,4
27,1,0.010195579185241572,0.005732384302734423,0.0018328336770285173,0.11130939704313952,0.4833258402759542,0.5166741906568676,0.4569087260935296,0.39970112270702884,0.5350373778522943,0.4649626221477057,4
27,2,0.1095717829889156,0.12147176940285888,0.04245746958242892,0.37335213555338215,0.7236424838974421,0.2763575333139883,0.4936629901932638,0.3597545772790909,0.5067113585157962,0.4932886414842038,4
27,3,0.08780067667099194,0.0970599594910047,0.030222196478675353,0.35533782369187544,0.7209460503022841,0.27905398615296917,0.4491051856239161,0.3271617442369461,0.5257391058599752,0.47426089414002487,4
